user,hike_id
cristina,eyehorn 2131 m e massone 2161 m_45.95_8.37
cristina,un gridone un po meno super_46.09_8.65
Menek,tanti alpeggi sotto il pizzo d alben val marcia_46.04_9.44
pboehi,marwees bei schnee_47.27_9.41
beppe,monte boglia da albogasio_46.03_9.03
mountainrescue,einsame 1000 h henmetertour bei nicht gerade pfingstlichen temperaturen_47.37_15.21
giorgio59m,mesolcina wild un bell anello selvaggio raccogliendo waypoints_46.19_9.16
lila,pferdskopf 663m_50.28_8.43
ser59,tre signori zuc di valbona e cam_46.01_9.51
beppu,k senberg 1633 m la berra 1719 m_46.69_7.19
tignoelino,bell anello in valle antrona_46.07_8.11
Fico,kammwanderung hoch ber der linthebene federispitz 1865 m_47.15_9.07
Hirsch,gr ne k pfe 1725m 1660m_47.37_10.04
schalb,emmental 2 tage unterwegs zwischen signau und napf_46.91_7.79
Riosambesi,saun 2085m endlich wieder schnee_46.91_11.47
carpintero,walenstein mattstock und raaberg_47.16_9.14
quacamozza,stuibenkopf und alpenrosenk pfle_47.49_10.42
mp2012,punta vallaccia 2637m_46.4_11.72
bepi77,giro della punta almana ma soprattutto osteria pastina_45.71_10.14
Krokus,vom chasseral bis noiraigue etappe 8 9 jura h henweg_47.1_6.96
Sky,cornizzolo vertical 2015_45.83_9.31
quacamozza,einstein und mittelberg aus dem engetal_47.53_10.52
MunggaLoch,20 56 uhr sonnenuntergang auf der alp sigel_47.28_9.46
Andy84,der gesamte rauhenhalsgrat einsamkeit garantiert im schatten der h fats_47.38_10.31
Menek,una scala santa per il monte comana_45.91_9.12
Giaco,monte resegone via ferrata del centenario_45.86_9.45
poudrieres,vom altipiano di golgo zur cala goloritz_40.1_9.69
Bergamotte,steinegg gleiterspitz ch emettler_47.19_9.1
Francesco,monte toraggio 1971_43.97_7.68
stefi,cima loit 2037 m uja di ingria 1923 m_45.45_7.53
Daniele,resegone_45.86_9.45
NrcSlv,monte palatimone_38.1_12.71
monigau,durch die starzlachklamm_47.53_10.3
laponia41,es gr nt so gr n am gr nen doubs_47.34_7.11
cristina,passo forcola 2226 m_46.3_9.33
cristina,monte alben 2019 m via delle creste_45.85_9.76
grandemago,tre pizzi presi in giro_45.97_9.79
ttom,tour des recardets_46.65_7.26
D!nu,neuenkirch und umgebung_47.11_8.19
beppu,balmfluech pfli 1290 m_47.25_7.52
milan,alp sigel 1769m ber die zahme gocht_47.29_9.45
morgan,veddasca tour_46.08_8.82
D!nu,ruswilerberg_47.13_8.19
ser59,pizzo tamb e tamborello_46.5_9.31
hubble,spina verde alla ricerca del ponte tibetano e la scala del paradiso_45.82_9.04
monigau,h henweg am gro en alpsee_47.58_10.18
Max64,monte gradiccioli 1936m da monteviasco_46.08_8.85
maksay,l tschenpass 2690 and back again_46.41_7.75
NrcSlv,bvg bassa via del garda da sal a limone_45.71_10.66
mountainrescue,unterwegs am hinkelsteinweg zwischen l rch und eibelkogel_47.25_15.08
Menek,rif s fermo rif laeng e m mignone up down in vallecamonica_45.97_10.19
Urs,hrli_47.28_9.39
aBart,ruhiger stockberg_47.16_8.91
poudrieres,monte corrasi auf den h chsten gipfel des supramonte_40.25_9.43
poudrieres,gola su gorrupu hinab in eine tiefe schlucht_40.17_9.5
saimon,pizzo rondadura in primavera 3016 m_46.57_8.78
ejain,cuyamaca peak_32.96_-116.59
laponia41,blumentrilogie von zeneggen zur tulipa australis_46.26_7.86
Bergamotte,stanserhorn 1898m und trabanten_46.91_8.36
beppu,honegg 1548 m und eriz_46.79_7.79
morgan,pellegrinaggio al sacro monte di varese 2015_45.88_8.76
carpintero,ch pfenberg via ostgrat und s dflanke_47.11_8.99
Curi,bern schafkopf_47.55_11.1
laponia41,blumentrilogie von zeneggen nach t rbel_46.26_7.85
Curi,ber die kampen_47.66_11.63
Max64,sasso canale 2411m la corvegia 2282m_46.21_9.37
bepi77,rifugio menaggio e monte grona_46.06_9.22
gbal,salita al tiralocchio altro al generoso_45.93_9
Gherard,am vatertag ums mutterk pfl_47.71_12.08
Curi,am auerberg_47.75_10.72
Curi,halbmarathon im holzwinkel_48.53_10.77
Poge,monte faierone punta fronzina e monte giove_46.09_8.67
cai56,lera d sura_46.33_9.54
cristina,monte berlinghera 1930 m_46.19_9.39
Menek,a tutto c un limite monte armelio appennino piacentino_44.79_9.47
Max64,monte brusada 2143m con ravanada_46.18_9.5
alexelzach,piz languard georgy s h tte_46.49_9.93
veget,due castiglioni in visita alla colma di castiglione replicata con_46.03_8.19
Gemse,hinternislauf am ostermontag um den gro en ostersee_47.79_11.31
giorgio59m,la corvegia 2282mt una terrazza sul lago_46.2_9.36
caco,scermendone_46.21_9.68
milan,f hnerenspitz 1505m_47.31_9.48
zar,gambe forti alla cima di visghed 1924 m_46.27_8.97
tricky,berglauf federispitz mit gps uhr test_47.15_9.07
Giaco,camogh_46.11_9.06
ser59,monte colombaro e m sellero_46.05_10.18
Gherard,k glh rndl von niederbreitenbach_47.55_12.07
beppu,beichle 1769 m_46.89_7.98
tignoelino,cortenero valle anzasca_45.98_8.05
cicindela,neuer wanderweg nach grengiols_46.37_8.11
cappef,cappella di larecchio 1694 m_46.12_8.46
tignoelino,antillone salecchio prima gita semiseria con rot_46.33_8.4
cristina,bric del frate_44.18_8.33
cristina,monte toraggio 1971 m_43.97_7.68
detlefpalm,the monastery hike david gareja_41.44_45.37
patripoli,all attacco del pizzo formico_45.84_9.92
quacamozza,hohe schulter_47.74_10.44
stefi,croix courma 1966 m t te de cou 1407 m_45.63_7.77
Menek,chi mangiapane al profumo d aglio appennino piacentino_44.75_9.48
cai56,prova di trail running in alto lario_46.17_9.39
carpintero,lienzer spitz via kastenwand und hoher kasten_47.28_9.5
Massimo,antica via valeriana pisogne pilzone che delusione_45.74_10.1
Sky,lecco piani d erna trofeo adelfio spreafico_45.86_9.44
Sky,prealba speedrace 2015_45.66_10.32
quacamozza,burgberger h rnle s dkante und aurikelgrat_47.54_10.3
Gemse,2 kurze tripps um gro aitingen und st ottilien_48.22_10.76
milan,bodanr ck mit marienschlucht_47.76_9.1
ser59,torena da valbondione_46.07_10.06
Max64,la cima e testa del mater da finero_46.11_8.51
siso,pizzo d era 2618 m skitour_46.53_8.83
Schneemann,mittlerspitz 1899m einsame steile pfade berm rheintal_47.06_9.53
bepi77,rifugio rino olmo per la valle dei mulini_45.93_10.04
alidade,voyage au centre de la terre_29.01_-13.71
SCM,wandern im stanley park_49.29_-123.14
cristina,parco monte beigua_44.42_8.56
CampoTencia,krokus tour mit krokus_47.16_9.17
CampoTencia,grenzschl ngeln am le noirmont_46.48_6.1
Krokus,augenschmaus am la d le_46.41_6.14
cristina,parco di portofino_44.32_9.18
cai56,costiera dei cech trail running sulla pista tagliafuoco_46.17_9.57
bepi77,alla baia di s fedelino sull antica via regina_46.21_9.41
Max64,monte ventolaro 1835m cima voccani 1915m cima delle balme 1930m giro ad anello da frasso valsesia_45.79_8.08
Francesco,monte carevolo 1552 m monte crociglia 1578 m_44.6_9.47
giorgio59m,rifugio alpe pern leventina moooolto wild_46.4_8.85
laponia41,heut ist konzert bei den fr schen am see_46.49_6.48
Menek,m menegosa m di lama e poi via per le grandi praterie fortuna che poi mi sono fermato_44.68_9.68
morgan,san fruttuoso_44.33_9.17
quacamozza,allg uer wandertrilogie etappe 18 durach blockh usle_47.71_10.27
quacamozza,schwarzenberger weiher runde_47.67_10.46
laponia41,von spiez nach gwatt mor nenwanderung_46.72_7.65
cappef,rifugio alpe sponda 1997 m_46.42_8.8
quacamozza,mittelbergkamm und elleggkamm_47.62_10.39
quacamozza,falkenstein rottachberg kamm berschreitung_47.6_10.31
gbal,valceresio dov il wild dietro l angolo_45.87_8.86
gbal,8a lago maggiore half marathon 2015_45.91_8.52
Linard03,thurgauer rundwanderweg 10_47.62_9.21
Chiemgauer,komplette staufen berschreitung 1782m staufenbr cke bis himmelsleiter_47.75_12.88
patripoli,in sardegna tra mare e monti_40.25_9.43
cai56,lecco trail running sul sentiero rotary_45.84_9.43
quacamozza,schwarzenberg von s den und schwarzenberg berschreitung von norden_47.55_10.68
Gherard,seebergkopf von geitau_47.67_11.98
laponia41,wandern im valle vigezzo_46.15_8.48
monigau,aufs h ndle zu millionen krokussen_47.55_10.07
Menek,escursione sulla sconosciuta corna zeno o corna alta_45.77_10.46
Sky,valtellina vertical tube race_46.18_9.89
paolo aaeabe,corno regismondo dai sentieri di lecco_45.87_9.39
Francesco,costone la mara 1934 m_46.24_8.83
bepi77,giro delle creste del monte barro_45.83_9.39
monigau,an der argen und am bodensee entlang_47.6_9.55
Gherard,seebergkopf von bayrischzell_47.66_12
quacamozza,hornburg und rohrkopf_47.57_10.76
quacamozza,weichberg_47.78_10.77
ser59,monte pietra quadra canale no_45.99_9.77
aBart,drei tage im tessin giubiasco mendrisio_46.13_8.99
cappef,cimetta di orino e cima di morisciolo_46.2_8.95
ser59,monte cimone canale no tre confini gleno glenino_46.05_10.06
grandemago,rifugio san fermo m 1868 dalla croce di salven_45.96_10.15
Andy84,einsame gipfel im schatten des ettaler manndl holzkopf h llstein gro er laber_47.58_11.11
Kaj,bodanr ckrunde 1 am berlingersee_47.77_9.09
cristina,roccapiana 1875 m_46.24_11.13
Poge,crocione san martino e monte coltiglione_45.89_9.4
monigau,nach scheidegg und rund um lindenberg_47.6_9.89
morgan,campo dei fiori tour_45.89_8.77
Andy84,gugger 1863m und altenbergkopf 1574m gar nicht so widerspenstig_47.5_10.82
morgan,anello di moltrasio basso lario_45.86_9.09
cai56,un anello attorno a montevecchia_45.71_9.36
Poncione,un tignolino per sei_46.1_8.36
Bergfritz,weg der sinne st johann im saggautal_46.7_15.42
ser59,m grabiasca canale nord reseda e madonnino_46.02_9.85
quacamozza,auerberg von st tten_47.74_10.71
milan,naturpark obere donau_48.02_8.94
boerscht,f hnerenspitz zwischen winter und fr hling_47.3_9.48
dodiesis,castelluccio di norcia_42.82_13.19
bepi77,giro della costa del palio_45.86_9.52
Andy84,zwieselberg berschreitung hoch ber dem plansee_47.49_10.8
morgan,san benedetto in val perlana lario_45.98_9.18
Gemse,rund um geltendorf_48.1_11.04
Menek,sentiero attrezzato del monte perl prealpi bresciane_45.74_10.49
bepi77,cima di grem e matto di golla_45.89_9.83
Gemse,an der isar bei bad t lz_47.77_11.56
SCM,seattle s skyline_47.59_-122.39
Bergamotte,von walenstadt nach weesen_47.13_9.2
Fraroe,zwischen fr hling und winter ber dem vierwaldst ttersee_47.02_8.47
pame,vodno 1067m der hausberg von skopje_41.97_21.39
cristina,scala di legno e scala di ferro_45.83_9.2
grandemago,le mani sulla pietra parcellara_44.84_9.48
D!nu,zellmoos_47.17_8.11
joe,berschreitung burgerrain_47.34_7.83
ejain,mount tallac_38.91_-120.08
ejain,cascade falls_38.94_-120.1
ejain,rubicon trail_38.97_-120.1
gebre,una cima tira l altra moregallo cornizzolo e monte rai_45.85_9.33
Gemse,auf den taubenberg eine winterwanderung_47.84_11.76
Gemse,an der sempt bei markt schwaben_48.21_11.88
bepi77,giro del pizzo formico e rifugio parafulmine_45.84_9.92
ser59,re di castello_46.04_10.45
pame,pr dik l sz k 642m aussichtspunkt ueber dem donauknie_47.75_18.91
igor,camusio 1650m_46.1_8.91
grandemago,baita monte alto m 1382 da sovere via corna lunga_45.83_9.99
cristina,traversata bellagio brunate_45.9_9.17
cristina,crocione del san martino 1080 m_45.87_9.38
bepi77,sentiero verdeazzurro sva delle cinque terre vernazza monterosso_44.14_9.67
cai56,il sentiero dei cincet_46.17_9.64
ser59,pizzo redorta da fiumenero_46.04_9.97
Gemse,ber die h hen bei m hlacker_48.94_8.82
morgan,pre gita a san fruttuoso_44.31_9.19
giorgio59m,alla caviglia del sassariente_46.2_8.89
Andy84,hochschergen wachsbichel rosengarten gipfelchensammeln im unterammergauer forst_47.61_11
83_Stefan,aiplspitze 1759 m vom spitzingsattel ber den j gerkamp_47.67_11.9
Francesco,una classica l anello camogli san fruttuoso_44.33_9.17
360,devils peak and snow mountain a short lived item on my sierra nevada to do list_39.28_-120.45
Gemse,an der enz bei m hlhausen_48.94_8.91
SCM,vancouver s str nde_49.27_-123.19
laponia41,beh bige bauernh fe rund um den r egsaugraben_47.05_7.69
quacamozza,nette h gelwanderung von altst dten nach burgberg_47.51_10.31
cristina,resegone 1875 m_45.86_9.45
cristina,pulpito 1863 m_45.89_9.84
quacamozza,salober rundweg und vilser berg_47.56_10.64
6beiner,see nr 18 blaubergseen furkapass blaubergseen blaubergpass_46.56_8.43
quacamozza,kalvarienberg und kienberg_47.56_10.72
quacamozza,zwieselberg_47.64_10.68
Menek,la valvestino che non t aspetti m pallotto e m vesta_45.73_10.58
grandemago,ritorno a punta martin_44.47_8.79
6beiner,see nr 17 jostsee rundsee lengsee elisee ab grimselpass_46.55_8.31
quacamozza,alpspitze und edelsberg_47.61_10.53
CampoTencia,in der sonnenfinsternis ber die l gern_47.48_8.38
Francesco,bric camul direttissima monte rama rifugio prato rotondo_44.42_8.61
milan,m rzenbecherschau im donautal_48.03_8.91
paolo aaeabe,una griglia sotto la grigna_45.92_9.34
Sky,24 h monte prealba up and down_45.67_10.33
Sky,6 ore pastrengo trail_45.5_10.81
monigau,hirschberg im sp therbst_47.53_9.83
bulbiferum,piz turettas_46.61_10.34
cai56,san fedelino trail running_46.2_9.43
tricky,sonne vorhanden beim gulder und gufelstock_47_9.18
monigau,durch die breitachklamm nach riezlern_47.39_10.21
Gemse,an der isar vom tierpark zum hofbr ukeller in m nchen_48.12_11.57
cristina,pizzoccolo 1581 m e monte spino 1513 m_45.67_10.57
CampoTencia,walensee der fr hling darf kommen_47.13_9.22
360,twin peaks snowshoe hike to the tahoe summit with a famous name_39.12_-120.2
quacamozza,massanella_39.81_2.87
detlefpalm,varzob hike_38.73_68.81
SCM,mont royal 233m der hausberg von montreal_45.5_-73.6
Curi,schambach im vorfr hling_48.98_10.98
tricky,w ndlispitz via gross sienen und gross aubrig nordwand_47.09_8.87
caco,sci alpinistica da mathon ch_46.65_9.4
Menek,piccole dolomiti bresciane monte paghera e croce del minatore_45.77_10.48
gbal,la mia grossa grassa giornata al generoso_45.94_9.01
Gemse,rund um rothenburg ob der tauber_49.38_10.16
Curi,gumppenberg rundweg bei p ttmes_48.59_11.08
Curi,steingaden wieskirche_47.69_10.88
Curi,novemberrunde bei altom nster_48.38_11.28
igor,gridone_46.12_8.67
Menek,punta dell orto e dintorni ad emissioni zero impossibile_45.67_10.11
NrcSlv,isola di capraia trek_43.04_9.82
saimon,punta di larescia 2195 m capanna gorda 1800 m_46.51_8.91
Alberto C.,anello da moltrasio al monte bisbino_45.86_9.07
gbal,una scappatella al monte san giorgio_45.91_8.93
fuemm63,jurapark iii ungest rt unterwegs auf der mandacher st rung_47.55_8.18
saimon,piz cristallina 3128 m da fuorns_46.63_8.87
fuemm63,beinwiler homberg_47.28_8.2
GIBI,valle san martino monte tesoro monte ocone_45.81_9.48
Bergamotte,berglauf ber rigi kulm dosse und scheidegg_47.04_8.51
paoloski,monte ferraro_46.06_8.89
Riosambesi,pic des mouches 1011 m montagne sainte victoire_43.54_5.66
zasf,monte fiaretta roundtrip_45.95_11.55
beppu,sigriswiler rothorn unterwegs auf zazas spuren_46.72_7.74
Luidger,la palma zum mirador de la concepci n_28.68_-17.78
Luidger,teneriffa guajara der gipfel mit der besten aussicht auf den teide_28.22_-16.61
Luidger,la palma pico bejenado sch ner aussichtsgipfel ber der caldera de taburiente_28.68_-17.86
maawaa,scheuerkopf 1011m hohe muttlen 1143m dietenschwander kopf 1099m_47.72_7.96
Luidger,la gomera la m rica_28.11_-17.33
Riosambesi,pic du cap roux 453 m_43.45_6.91
cristina,monte misone 1802 m_45.95_10.83
cappef,monte cerano 1702m poggio croce 1765m_45.92_8.38
gbal,monte boglia s tour_46.02_9
Nevi Kibo,il km verticale e il dosso pas_46.14_10.16
cristina,sei cimette e un anello in val grande_45.99_8.53
cristina,ancora in val grande anzi a zonzo in val grande_46.03_8.57
Menek,punta ortosei e punta reai e cos anche per oggi non siamo rimasti a casa_45.7_10.28
rambaldi,traversata bollettone monte pre ola da albavilla co_45.85_9.18
schalb,an sonnigem sp therbsttag von eggen zum m lchgrat_46.32_7.89
cappef,pizzo pernice 1506 m_45.99_8.51
Massimo,la grande ammucchiata al rifugio brusada_46.17_9.51
83_Stefan,gurnwandkopf 1691 m rundtour vom weitsee_47.7_12.57
viciox,monte legnone 2609 m_46.09_9.39
Mo6451,val lodrino wild und einsam teil 2_46.3_8.97
ser59,m poieto m suchello_45.82_9.79
Menek,ferrata cr nch e croce di perl poi discesa per la via attrezzata delle cascate_45.74_10.49
shanB,wilde wege am reitstein_47.6_11.66
viciox,pizzo d erna 1375 m ferrata gamma 1_45.86_9.44
cristina,monte peller 2319 m_46.33_10.94
cristina,monte pin 2420 m_46.43_10.95
cristina,monte castello di gaino 870 m_45.67_10.63
Poge,monte parolo e monte fopp_45.99_9.3
Menek,ferrata capi e sentiero attrezzato delle laste che il 2017 abbia inizio_45.87_10.82
Margit,zur galmihornh tte_46.49_8.25
83_Stefan,sch nalmjoch 1986 m ber die sonnige s dseite_47.48_11.49
shanB,sch nfeldjoch hinteres sonnwendjoch_47.6_11.98
Mo6451,sagenraintobel und weitere im t sstal_47.31_8.94
veget,monte faie anello_45.98_8.46
Alberto C.,monte sornadello cima secondaria a quota m 1566_45.85_9.63
Alberto C.,cima fojorina m 1810 e il torrione cima nord m 1809_46.07_9.06
Poge,monte forato monte nona monte matanna alpi apuane_44_10.33
ser59,piz lagrev_46.46_9.74
QuerJAG,niedere 1711m von bezau via sonderdach zur ck ber baumgarten und den lehrweg nach andelsbuch_47.4_9.92
CampoTencia,zh oberland zum loch der hagheeren_47.38_8.9
CampoTencia,zh oberland giessen spalten h hlen_47.31_8.9
bergmax82,kindheitserinnerungen am hochfelln_47.77_12.55
Poge,pania della croce alpi apuane_44.02_10.32
gabri83,pizzo baciamorti_45.95_9.6
Poncione,hikerata 2016 pizzoni di laveno e rifugio adamoli_45.92_8.65
tricky,pizol h rnli nordflanke und mehr_47_9.41
kleopatra,sch nalmjoch_47.48_11.5
Sky,fil de stabi 2801 m_46.48_9.15
ZuRiQuOi,grattour ber die serra de la punta die serra del cavall bernat mallorca_39.92_3.07
ser59,pizzo tornello rif tagliaferri_46.03_10.12
bergmax82,ber den mulisteig auf zennokopf und zwiesel_47.75_12.81
bergmax82,knieschonende tour von sachrang auf den spitzstein_47.7_12.25
bergmax82,ber den bierlehrpfad auf den heuberg und seinen gro en bruder den kitzstein_47.73_12.2
bergmax82,schneeschuhwanderung vom hennerer auf den gindelalmschneid_47.72_11.81
bergmax82,yet another hochgerntour_47.75_12.5
bergmax82,sonne schnee und eis auf wendelstein und soinwand_47.69_12.02
Simone86,cima di sassello 1899m e sassariente 1768m_46.2_8.9
Bertrand,graaggetor travers e ringgenberg habkern_46.72_7.88
Bergamotte,muntaluna 2422m_46.93_9.45
Menek,monte telegrafo la rivincita senza batter tasto_45.85_10.49
D!nu,pizzo rotondo_46.5_8.47
Alberto C.,monte pizzoccolo m 1581 per la cresta sud_45.66_10.58
Sky,guggern ll anticima s nodo orografico q2880_46.53_9.3
Bertrand,sihlbrugg zurich travers e de la chaine de l albis trailrun_47.29_8.53
83_Stefan,klimmspitze 2465 m eckpfeiler der hornbachkette_47.34_10.52
Bergamotte,gauschla 2310m ber g msweid und chammegg_47.08_9.44
Poge,monte barone punta delle camosce punta pissavacca monte gemevola_45.73_8.19
tricky,winterliche besteigung vom gonzen via follaplatte_47.06_9.44
Bertrand,rochers de naye sea to summit_46.42_6.95
tricky,altmann sh kamin und via lisengrat zum s ntis_47.23_9.36
Chiemgauer,wei e gams im wilden kaiser gesehen bei hackenkopf berschreitung 2125 m_47.55_12.26
Poge,tete de cou_45.62_7.75
Bombo,gaggio 2267m_46.22_8.97
83_Stefan,hirschh rnlkopf 1514 m ruhige rundwanderung von kochel_47.64_11.39
Alberto C.,strada alta di leventina tratto da osco a tengia_46.48_8.8
Luidger,sonne ber dem nebel rotwand_47.65_11.91
pboehi,hoher kasten einmal anders_47.29_9.47
Gherard,von innerwald zum zinnenberg und zur klausenh tte_47.73_12.28
Poge,punta sella monte bechit monte roux punta tre vescovi colma del mombarone truc buscajun_45.6_7.92
ser59,cancervo dal canalino dei sassi venturosa_45.92_9.63
cristina,lagorai cima litegosa 2548 e laghetti delle aie_46.25_11.56
cristina,sentiero del gronton e cima bocche 2755 m_46.33_11.71
cristina,maddalene cresta delle mandrie 2583 m_46.42_10.89
peter86,cima grem 2049 m e monte golla 1983 m da zambla alta_45.9_9.82
siso,lago di car 2256 m_46.5_8.82
maawaa,upflam r 760m heuneburg 712m reichersberg 773m_48.2_9.4
stefi,colle della vecchia 2190 m_45.69_7.93
